family,cell,channel,pair_id,p_a_beh,p_a_probe
deconfound,C2overheard/Vex,stated_self,avn07__pls05,0.9999999138164295,0.9935431
deconfound,C2overheard/Vex,stated_self,avn08__hlp07,0.9999994065439637,0.9743575
deconfound,C2overheard/Vex,stated_self,avn08__pls03,0.9999999971986018,0.99457157
deconfound,C2overheard/Vex,stated_self,cre01__int06,1.9825289427899406e-06,0.0028584765
deconfound,C2overheard/Vex,stated_self,cre01__rep02,0.4999895691871643,0.4966356
deconfound,C2overheard/Vex,stated_self,cre02__hlp08,0.5000020861625671,0.50224125
deconfound,C2overheard/Vex,stated_self,cre03__ana02,0.003347855992615223,0.14801309
deconfound,C2overheard/Vex,stated_self,cre05__ana06,3.250901045248611e-06,0.008351345
deconfound,C2overheard/Vex,stated_self,cre06__hlp05,0.49995601177215576,0.47011405
deconfound,C2overheard/Vex,stated_self,cre06__hlp07,0.9990817409707233,0.92876714
deconfound,C2overheard/Vex,stated_self,cre07__int05,2.5117565201071557e-06,0.072808236
deconfound,C2overheard/Vex,stated_self,cre08__ana03,0.4997847378253937,0.45919257
deconfound,C2overheard/Vex,stated_self,emo02__cre04,3.3118813291821425e-07,0.0053487197
deconfound,C2overheard/Vex,stated_self,emo02__hlp07,1.44541515965102e-05,0.010400378
deconfound,C2overheard/Vex,stated_self,emo03__ana08,1.3089760386719718e-06,0.0034911837
deconfound,C2overheard/Vex,stated_self,emo05__slf02,4.73500090691914e-07,0.00782727
deconfound,C2overheard/Vex,stated_self,emo06__cre08,7.00415175742819e-05,0.1414817
deconfound,C2overheard/Vex,stated_self,gry01__emo06,0.9999999658719858,0.9970015
deconfound,C2overheard/Vex,stated_self,gry01__hlp04,0.9999998542117847,0.99123967
deconfound,C2overheard/Vex,stated_self,gry02__emo01,0.9999992549167018,0.9943574
deconfound,C2overheard/Vex,stated_self,gry02__hlp05,1.966862441804551e-06,0.03409734
deconfound,C2overheard/Vex,stated_self,gry03__emo04,0.9999998470488975,0.99336565
deconfound,C2overheard/Vex,stated_self,gry03__hlp06,0.999999998300866,0.98413473
deconfound,C2overheard/Vex,stated_self,gry04__hlp07,0.5144884586334229,0.5633353
deconfound,C2overheard/Vex,stated_self,gry04__pls02,0.5237045884132385,0.74699354
deconfound,C2overheard/Vex,stated_self,gry05__hlp08,0.5000224113464355,0.54208887
deconfound,C2overheard/Vex,stated_self,gry05__pls01,0.9999987506286061,0.9160381
deconfound,C2overheard/Vex,stated_self,gry06__hlp01,0.500097781419754,0.5094168
deconfound,C2overheard/Vex,stated_self,gry06__pls06,0.5000287294387817,0.5020746
deconfound,C2overheard/Vex,stated_self,hlp01__rep06,0.4999987483024597,0.49903178
deconfound,C2overheard/Vex,stated_self,hlp03__emo01,0.9999981545821583,0.9975377
deconfound,C2overheard/Vex,stated_self,hlp03__rep05,0.969908632338047,0.8544933
deconfound,C2overheard/Vex,stated_self,hlp04__ana07,0.4966643154621124,0.4102623
deconfound,C2overheard/Vex,stated_self,hlp06__rep07,0.3655376136302948,0.42708942
deconfound,C2overheard/Vex,stated_self,hlp08__emo05,0.9999991198284306,0.994375
deconfound,C2overheard/Vex,stated_self,int01__hlp01,0.9762869440019131,0.86532867
deconfound,C2overheard/Vex,stated_self,int01__slf01,0.4998997151851654,0.46163207
deconfound,C2overheard/Vex,stated_self,int02__ana05,0.49916723370552063,0.45606738
deconfound,C2overheard/Vex,stated_self,int03__ana05,0.5002680718898773,0.5322551
deconfound,C2overheard/Vex,stated_self,int04__cre04,0.5000280141830444,0.50631547
deconfound,C2overheard/Vex,stated_self,int04__emo03,0.9999987506286061,0.99482214
deconfound,C2overheard/Vex,stated_self,int05__ana06,0.5004549622535706,0.55462074
deconfound,C2overheard/Vex,stated_self,int06__cre05,0.9853437654674053,0.64255273
deconfound,C2overheard/Vex,stated_self,rep01__hlp04,0.9620678126811981,0.770676
deconfound,C2overheard/Vex,stated_self,rep03__ana07,0.5000780820846558,0.54820675
deconfound,C2overheard/Vex,stated_self,rep03__emo04,0.9999993863743839,0.99597967
deconfound,C2overheard/Vex,stated_self,rep05__emo04,0.9999984517477571,0.99759954
deconfound,C2overheard/Vex,stated_self,rep06__emo01,0.9999997478263083,0.9981396
deconfound,C2overheard/Vex,stated_self,rep07__cre07,0.9999983333960927,0.98598826
deconfound,C2overheard/Vex,stated_self,rep08__ana04,0.49983346462249756,0.48719934
deconfound,C2overheard/Vex,stated_self,rep08__cre03,0.49999791383743286,0.49768314
deconfound,C2overheard/Vex,stated_self,sig_feelings__sig_specs,1.255499615382405e-08,0.009631198
deconfound,C2overheard/Vex,stated_self,sig_long__sig_short,0.9999985488440188,0.97934294
deconfound,C2overheard/Vex,stated_self,sig_roast__sig_bedtime,0.9999990602237858,0.9962336
deconfound,C2overheard/Vex,stated_self,slf01__hlp02,0.999999616597961,0.9919857
deconfound,C2overheard/Vex,stated_self,slf02__rep04,5.601437351288041e-06,0.029377729
deconfound,C2overheard/Vex,stated_self,slf03__ana03,0.00015976921167748515,0.06997425
deconfound,C2overheard/Vex,stated_self,slf04__rep02,0.00035990160540677607,0.18085691
deconfound,C3anti/Lazlo,revealed,ana01__int03,0.9999980331375582,0.99417555
deconfound,C3anti/Lazlo,revealed,ana01__slf04,0.9999983173148337,0.9815339
deconfound,C3anti/Lazlo,revealed,ana02__hlp02,0.05960330739617348,0.14013547
deconfound,C3anti/Lazlo,revealed,ana04__hlp05,0.9999925410579635,0.85670197
deconfound,C3anti/Lazlo,revealed,ana08__rep04,0.4999640280428821,0.48156333
deconfound,C3anti/Lazlo,revealed,avn01__hlp02,4.618724958049825e-09,0.0014389858
deconfound,C3anti/Lazlo,revealed,avn01__pls05,3.597066422500461e-09,0.0019206053
deconfound,C3anti/Lazlo,revealed,avn02__hlp01,1.4007343906996539e-06,0.024703255
deconfound,C3anti/Lazlo,revealed,avn02__pls03,2.0999176797431574e-06,0.01608288
deconfound,C3anti/Lazlo,revealed,avn03__hlp05,1.919992996590736e-06,0.021241533
deconfound,C3anti/Lazlo,revealed,avn03__pls02,0.008993128779229309,0.24522117
deconfound,C3anti/Lazlo,revealed,avn04__hlp06,4.33353445572493e-07,0.002068169
deconfound,C3anti/Lazlo,revealed,avn04__pls01,0.4103735685348511,0.3296408
deconfound,C3anti/Lazlo,revealed,avn05__hlp04,0.9999816119418483,0.9461827
deconfound,C3anti/Lazlo,revealed,avn05__pls06,1.1262687451107922e-05,0.015369337
deconfound,C3anti/Lazlo,revealed,avn06__hlp03,3.105782200307772e-07,0.0020615263
deconfound,C3anti/Lazlo,revealed,avn06__pls04,7.215964092921467e-08,0.0010534858
deconfound,C3anti/Lazlo,revealed,avn07__hlp08,1.9643628661469847e-06,0.0065054977
deconfound,C3anti/Lazlo,revealed,avn07__pls05,0.00045945949386805296,0.08283369
deconfound,C3anti/Lazlo,revealed,avn08__hlp07,1.1052633453800809e-05,0.021528475
deconfound,C3anti/Lazlo,revealed,avn08__pls03,0.5379279577151692,0.62454796
deconfound,C3anti/Lazlo,revealed,cre01__int06,0.9999992721892665,0.991833
deconfound,C3anti/Lazlo,revealed,cre01__rep02,0.9999957703963673,0.9797561
deconfound,C3anti/Lazlo,revealed,cre02__hlp08,1.2592155712809472e-05,0.024792356
deconfound,C3anti/Lazlo,revealed,cre03__ana02,0.408795565366745,0.37209237
deconfound,C3anti/Lazlo,revealed,cre05__ana06,1.2179992040728393e-05,0.1638963
deconfound,C3anti/Lazlo,revealed,cre06__hlp05,0.9999957954246383,0.9959823
deconfound,C3anti/Lazlo,revealed,cre06__hlp07,0.9909841855987906,0.90467036
deconfound,C3anti/Lazlo,revealed,cre07__int05,0.0020369149038970136,0.20455834
deconfound,C3anti/Lazlo,revealed,cre08__ana03,0.9999996933478625,0.998724
deconfound,C3anti/Lazlo,revealed,emo02__cre04,3.2958346309897024e-06,0.0058148066
deconfound,C3anti/Lazlo,revealed,emo02__hlp07,3.2958346309897024e-06,0.0065374305
deconfound,C3anti/Lazlo,revealed,emo03__ana08,1.626904577278765e-06,0.010553756
deconfound,C3anti/Lazlo,revealed,emo05__slf02,8.682068397547482e-07,0.004389039
deconfound,C3anti/Lazlo,revealed,emo06__cre08,2.3832774331822293e-07,0.0033391211
deconfound,C3anti/Lazlo,revealed,gry01__emo06,9.868392254475111e-07,0.009281452
deconfound,C3anti/Lazlo,revealed,gry01__hlp04,1.2491071288422972e-06,0.017264908
deconfound,C3anti/Lazlo,revealed,gry02__emo01,5.400388694010161e-07,0.008766977
deconfound,C3anti/Lazlo,revealed,gry02__hlp05,8.618357050238501e-08,0.0033497326
deconfound,C3anti/Lazlo,revealed,gry03__emo04,3.2958346309897024e-06,0.0148907285
deconfound,C3anti/Lazlo,revealed,gry03__hlp06,1.8915652226780821e-06,0.003559929
deconfound,C3anti/Lazlo,revealed,gry04__hlp07,3.2988999691951904e-06,0.017422482
deconfound,C3anti/Lazlo,revealed,gry04__pls02,0.0015864405879284504,0.102859356
deconfound,C3anti/Lazlo,revealed,gry05__hlp08,3.317650367762326e-07,0.0024901547
deconfound,C3anti/Lazlo,revealed,gry05__pls01,0.008993641473352909,0.051368054
deconfound,C3anti/Lazlo,revealed,gry06__hlp01,0.9999975230446552,0.9692847
deconfound,C3anti/Lazlo,revealed,gry06__pls06,5.0771195674315095e-06,0.013870163
deconfound,C3anti/Lazlo,revealed,hlp01__rep06,0.9999997454604888,0.998468
deconfound,C3anti/Lazlo,revealed,hlp03__emo01,0.9999993305937949,0.99549425
deconfound,C3anti/Lazlo,revealed,hlp03__rep05,0.9999997454604888,0.9976599
deconfound,C3anti/Lazlo,revealed,hlp04__ana07,1.7543088688398711e-06,0.005169606
deconfound,C3anti/Lazlo,revealed,hlp06__rep07,0.9999960499725127,0.9822284
deconfound,C3anti/Lazlo,revealed,hlp08__emo05,0.9999998600910214,0.9966223
deconfound,C3anti/Lazlo,revealed,int01__hlp01,9.663186801844859e-07,0.008894263
deconfound,C3anti/Lazlo,revealed,int01__slf01,0.00016786425885584322,0.07336979
deconfound,C3anti/Lazlo,revealed,int02__ana05,0.00016774011476172745,0.04998116
deconfound,C3anti/Lazlo,revealed,int03__ana05,2.280213921324048e-05,0.017008364
deconfound,C3anti/Lazlo,revealed,int04__cre04,4.467757946713391e-06,0.011705837
deconfound,C3anti/Lazlo,revealed,int04__emo03,0.9910064652346193,0.69314426
deconfound,C3anti/Lazlo,revealed,int05__ana06,5.945779264493467e-07,0.014590833
deconfound,C3anti/Lazlo,revealed,int06__cre05,7.715233145688671e-07,0.003703342
deconfound,C3anti/Lazlo,revealed,rep01__hlp04,0.5,0.44333035
deconfound,C3anti/Lazlo,revealed,rep03__ana07,5.110216040549176e-06,0.014798955
deconfound,C3anti/Lazlo,revealed,rep03__emo04,0.49999817080836095,0.49622875
deconfound,C3anti/Lazlo,revealed,rep05__emo04,1.0749535748644234e-05,0.023529151
deconfound,C3anti/Lazlo,revealed,rep06__emo01,0.4999988964168214,0.48525524
deconfound,C3anti/Lazlo,revealed,rep07__cre07,0.000130657707039461,0.06982147
deconfound,C3anti/Lazlo,revealed,rep08__ana04,1.098100975127636e-05,0.020202026
deconfound,C3anti/Lazlo,revealed,rep08__cre03,2.5106294287979836e-07,0.0013003368
deconfound,C3anti/Lazlo,revealed,sig_feelings__sig_specs,3.4128014192447154e-08,0.0024644178
deconfound,C3anti/Lazlo,revealed,sig_long__sig_short,4.618724958049825e-09,0.002121714
deconfound,C3anti/Lazlo,revealed,sig_roast__sig_bedtime,2.4003067231603836e-06,0.010940594
deconfound,C3anti/Lazlo,revealed,slf01__hlp02,0.0003598914458962099,0.19364601
deconfound,C3anti/Lazlo,revealed,slf02__rep04,0.00013130905767866352,0.032430068
deconfound,C3anti/Lazlo,revealed,slf03__ana03,0.9999994072906198,0.99836767
deconfound,C3anti/Lazlo,revealed,slf04__rep02,0.4973904711367254,0.39255303
deconfound,C3anti/Lazlo,stated_self,ana01__int03,0.5000095963478088,0.5058212
deconfound,C3anti/Lazlo,stated_self,ana01__slf04,0.5379272401332855,0.5507711
deconfound,C3anti/Lazlo,stated_self,ana02__hlp02,8.351308679266367e-06,0.018383306
deconfound,C3anti/Lazlo,stated_self,ana04__hlp05,3.646760706033092e-05,0.119108915
deconfound,C3anti/Lazlo,stated_self,ana08__rep04,0.537920743227005,0.51907897
deconfound,C3anti/Lazlo,stated_self,avn01__hlp02,3.4128014192447154e-08,0.0023125925
deconfound,C3anti/Lazlo,stated_self,avn01__pls05,3.4128014192447154e-08,0.002203592
deconfound,C3anti/Lazlo,stated_self,avn02__hlp01,7.13787216000128e-07,0.005381438
deconfound,C3anti/Lazlo,stated_self,avn02__pls03,3.117783364814386e-07,0.010415856
deconfound,C3anti/Lazlo,stated_self,avn03__hlp05,5.185513259675645e-06,0.025323767
deconfound,C3anti/Lazlo,stated_self,avn03__pls02,0.005494342257293283,0.056605853
deconfound,C3anti/Lazlo,stated_self,avn04__hlp06,3.907927776936049e-07,0.008106841
deconfound,C3anti/Lazlo,stated_self,avn04__pls01,2.5781456770346267e-05,0.2618194
deconfound,C3anti/Lazlo,stated_self,avn05__hlp04,0.9999980174710572,0.99231684
deconfound,C3anti/Lazlo,stated_self,avn05__pls06,2.2626503550782218e-06,0.05970869
deconfound,C3anti/Lazlo,stated_self,avn06__hlp03,2.5599774744478054e-07,0.0041042306
deconfound,C3anti/Lazlo,stated_self,avn06__pls04,1.6120932144758626e-08,0.0050881584
deconfound,C3anti/Lazlo,stated_self,avn07__hlp08,7.040006494207773e-06,0.079388455
deconfound,C3anti/Lazlo,stated_self,avn07__pls05,1.6299699154842529e-06,0.009569672
deconfound,C3anti/Lazlo,stated_self,avn08__hlp07,6.199531344464049e-05,0.033285372
deconfound,C3anti/Lazlo,stated_self,avn08__pls03,0.49998635053634644,0.45391032
deconfound,C3anti/Lazlo,stated_self,cre01__int06,0.9945065037862619,0.93813694
deconfound,C3anti/Lazlo,stated_self,cre01__rep02,0.9999993913091885,0.99456966
deconfound,C3anti/Lazlo,stated_self,cre02__hlp08,0.09131449277629144,0.5107904
deconfound,C3anti/Lazlo,stated_self,cre03__ana02,0.9999381238958449,0.9076537
deconfound,C3anti/Lazlo,stated_self,cre05__ana06,0.9910050176789582,0.9325459
deconfound,C3anti/Lazlo,stated_self,cre06__hlp05,0.9999689399201088,0.8479655
deconfound,C3anti/Lazlo,stated_self,cre06__hlp07,0.5,0.5048051
deconfound,C3anti/Lazlo,stated_self,cre07__int05,0.9999156102585403,0.92708826
deconfound,C3anti/Lazlo,stated_self,cre08__ana03,0.9999999261686812,0.9975128
deconfound,C3anti/Lazlo,stated_self,emo02__cre04,3.702722324305796e-07,0.006827251
deconfound,C3anti/Lazlo,stated_self,emo02__hlp07,3.8340203900588676e-07,0.0044990946
deconfound,C3anti/Lazlo,stated_self,emo03__ana08,1.428185328222753e-06,0.012964746
deconfound,C3anti/Lazlo,stated_self,emo05__slf02,3.713829812568292e-07,0.0023783874
deconfound,C3anti/Lazlo,stated_self,emo06__cre08,2.9793238809361355e-07,0.004662866
deconfound,C3anti/Lazlo,stated_self,gry01__emo06,6.854786533949664e-07,0.0057854513
deconfound,C3anti/Lazlo,stated_self,gry01__hlp04,0.44039851427078247,0.3841974
deconfound,C3anti/Lazlo,stated_self,gry02__emo01,4.382123464097276e-08,0.030994177
deconfound,C3anti/Lazlo,stated_self,gry02__hlp05,1.1911845376744168e-07,0.0036749402
deconfound,C3anti/Lazlo,stated_self,gry03__emo04,1.1911845376744168e-07,0.002984795
deconfound,C3anti/Lazlo,stated_self,gry03__hlp06,6.555602567459573e-07,0.059892684
deconfound,C3anti/Lazlo,stated_self,gry04__hlp07,1.1897667491211905e-06,0.009216373
deconfound,C3anti/Lazlo,stated_self,gry04__pls02,7.126653258637816e-07,0.013190008
deconfound,C3anti/Lazlo,stated_self,gry05__hlp08,1.1897667491211905e-06,0.0633489
deconfound,C3anti/Lazlo,stated_self,gry05__pls01,0.00016785388288553804,0.3085589
deconfound,C3anti/Lazlo,stated_self,gry06__hlp01,0.00899331539449122,0.25615144
deconfound,C3anti/Lazlo,stated_self,gry06__pls06,5.02611328556668e-07,0.006868095
deconfound,C3anti/Lazlo,stated_self,hlp01__rep06,0.9999999138164295,0.9975431
deconfound,C3anti/Lazlo,stated_self,hlp03__emo01,0.9999996682349632,0.996329
deconfound,C3anti/Lazlo,stated_self,hlp03__rep05,0.9999996286170187,0.9970437
deconfound,C3anti/Lazlo,stated_self,hlp04__ana07,1.1310197294278623e-06,0.008983801
deconfound,C3anti/Lazlo,stated_self,hlp06__rep07,0.9999997489370571,0.9949355
deconfound,C3anti/Lazlo,stated_self,hlp08__emo05,0.9999999072304462,0.99586517
deconfound,C3anti/Lazlo,stated_self,int01__hlp01,0.00012338809756329283,0.1016895
deconfound,C3anti/Lazlo,stated_self,int01__slf01,0.49997969361311334,0.448729
deconfound,C3anti/Lazlo,stated_self,int02__ana05,0.491009967055561,0.19686992
deconfound,C3anti/Lazlo,stated_self,int03__ana05,0.05960334904887077,0.13902357
deconfound,C3anti/Lazlo,stated_self,int04__cre04,1.257021813216852e-05,0.056743428
deconfound,C3anti/Lazlo,stated_self,int04__emo03,0.9999986910239613,0.9207169
deconfound,C3anti/Lazlo,stated_self,int05__ana06,0.002096748874464538,0.10650847
deconfound,C3anti/Lazlo,stated_self,int06__cre05,7.126653258637816e-07,0.014953906
deconfound,C3anti/Lazlo,stated_self,rep01__hlp04,7.63605294196168e-06,0.04987221
deconfound,C3anti/Lazlo,stated_self,rep03__ana07,0.00027729671171528025,0.11001682
deconfound,C3anti/Lazlo,stated_self,rep03__emo04,0.4979652464389801,0.4399388
deconfound,C3anti/Lazlo,stated_self,rep05__emo04,1.5237419859204238e-07,0.0027315335
deconfound,C3anti/Lazlo,stated_self,rep06__emo01,0.4995444951123762,0.48260787
deconfound,C3anti/Lazlo,stated_self,rep07__cre07,2.350815115903515e-07,0.0026354825
deconfound,C3anti/Lazlo,stated_self,rep08__ana04,2.560673578955175e-06,0.034874186
deconfound,C3anti/Lazlo,stated_self,rep08__cre03,1.1911845376744168e-07,0.0033263937
deconfound,C3anti/Lazlo,stated_self,sig_feelings__sig_specs,3.4128014192447154e-08,0.006616181
deconfound,C3anti/Lazlo,stated_self,sig_long__sig_short,8.030433384931257e-08,0.012068592
deconfound,C3anti/Lazlo,stated_self,sig_roast__sig_bedtime,1.5237419859204238e-07,0.024141142
deconfound,C3anti/Lazlo,stated_self,slf01__hlp02,0.00016797309217508882,0.025502153
deconfound,C3anti/Lazlo,stated_self,slf02__rep04,0.9966524564639485,0.8721738
deconfound,C3anti/Lazlo,stated_self,slf03__ana03,0.999995876554749,0.89261043
deconfound,C3anti/Lazlo,stated_self,slf04__rep02,0.961794522794662,0.7388459
deconfound,C3anti/Mira,revealed,ana01__int03,0.6604067087173462,0.7672197
deconfound,C3anti/Mira,revealed,ana01__slf04,0.9999975230446552,0.9951149
deconfound,C3anti/Mira,revealed,ana02__hlp02,0.9998902613660903,0.89428335
deconfound,C3anti/Mira,revealed,ana04__hlp05,0.9999518057052086,0.95629513
deconfound,C3anti/Mira,revealed,ana08__rep04,0.5054916076136351,0.6039064
deconfound,C3anti/Mira,revealed,avn01__hlp02,2.990538006120147e-07,0.0014789256
deconfound,C3anti/Mira,revealed,avn01__pls05,1.770427863223567e-05,0.038265243
deconfound,C3anti/Mira,revealed,avn02__hlp01,4.4381143915472876e-07,0.002861105
deconfound,C3anti/Mira,revealed,avn02__pls03,3.105782200307772e-07,0.0014013143
deconfound,C3anti/Mira,revealed,avn03__hlp05,0.49665357913758434,0.4570871
deconfound,C3anti/Mira,revealed,avn03__pls02,0.499991659067609,0.485742
deconfound,C3anti/Mira,revealed,avn04__hlp06,6.506684121276862e-06,0.04078305
deconfound,C3anti/Mira,revealed,avn04__pls01,0.014656170320410666,0.22600183
deconfound,C3anti/Mira,revealed,avn05__hlp04,0.25003742311309907,0.35334247
deconfound,C3anti/Mira,revealed,avn05__pls06,0.038205504417419434,0.18444186
deconfound,C3anti/Mira,revealed,avn06__hlp03,3.155709105584492e-06,0.007904095
deconfound,C3anti/Mira,revealed,avn06__pls04,7.228707268325252e-07,0.001253685
deconfound,C3anti/Mira,revealed,avn07__hlp08,0.00045662885747788096,0.15046105
deconfound,C3anti/Mira,revealed,avn07__pls05,0.5033172798484884,0.5680208
deconfound,C3anti/Mira,revealed,avn08__hlp07,1.3861442496931886e-05,0.043598678
deconfound,C3anti/Mira,revealed,avn08__pls03,0.005493478206656022,0.14891042
deconfound,C3anti/Mira,revealed,cre01__int06,0.05960190149320965,0.43453664
deconfound,C3anti/Mira,revealed,cre01__rep02,2.9202938872430195e-05,0.06289641
deconfound,C3anti/Mira,revealed,cre02__hlp08,6.693299383186968e-06,0.034741014
deconfound,C3anti/Mira,revealed,cre03__ana02,3.2988999691951904e-06,0.008693984
deconfound,C3anti/Mira,revealed,cre05__ana06,2.00069509048717e-06,0.03553021
deconfound,C3anti/Mira,revealed,cre06__hlp05,0.499998460477741,0.49989632
deconfound,C3anti/Mira,revealed,cre06__hlp07,0.04970981413498521,0.47565266
deconfound,C3anti/Mira,revealed,cre07__int05,0.0026103515874638106,0.32599628
deconfound,C3anti/Mira,revealed,cre08__ana03,0.4999985524443389,0.49084327
deconfound,C3anti/Mira,revealed,emo02__cre04,0.5000080269128375,0.5032645
deconfound,C3anti/Mira,revealed,emo02__hlp07,0.5,0.5067872
deconfound,C3anti/Mira,revealed,emo03__ana08,0.018664596138819434,0.34860364
deconfound,C3anti/Mira,revealed,emo05__slf02,0.9999821783020479,0.9700781
deconfound,C3anti/Mira,revealed,emo06__cre08,0.9999921214621281,0.99560887
deconfound,C3anti/Mira,revealed,gry01__emo06,8.96871069855365e-07,0.0012412192
deconfound,C3anti/Mira,revealed,gry01__hlp04,5.373512838580119e-07,0.0021201703
deconfound,C3anti/Mira,revealed,gry02__emo01,1.1332908647077033e-06,0.0050449893
deconfound,C3anti/Mira,revealed,gry02__hlp05,5.365076855487483e-07,0.014820587
deconfound,C3anti/Mira,revealed,gry03__emo04,1.8099566556628588e-07,0.0009302431
deconfound,C3anti/Mira,revealed,gry03__hlp06,1.0732433125992813e-05,0.020644266
deconfound,C3anti/Mira,revealed,gry04__hlp07,0.004288915758948519,0.31041092
deconfound,C3anti/Mira,revealed,gry04__pls02,0.40878726219656336,0.36528605
deconfound,C3anti/Mira,revealed,gry05__hlp08,2.443491391446173e-07,0.002544762
deconfound,C3anti/Mira,revealed,gry05__pls01,2.2716984648951666e-05,0.033192955
deconfound,C3anti/Mira,revealed,gry06__hlp01,0.0020350722839328483,0.1798957
deconfound,C3anti/Mira,revealed,gry06__pls06,0.31122966328879453,0.26626575
deconfound,C3anti/Mira,revealed,hlp01__rep06,0.9999975892352833,0.98305607
deconfound,C3anti/Mira,revealed,hlp03__emo01,0.5002138274040817,0.5061055
deconfound,C3anti/Mira,revealed,hlp03__rep05,0.997389092038361,0.9067359
deconfound,C3anti/Mira,revealed,hlp04__ana07,0.4999520778656006,0.51439595
deconfound,C3anti/Mira,revealed,hlp06__rep07,0.5000176218574275,0.52965415
deconfound,C3anti/Mira,revealed,hlp08__emo05,0.9999204616296993,0.85104024
deconfound,C3anti/Mira,revealed,int01__hlp01,0.9909777482971549,0.8589901
deconfound,C3anti/Mira,revealed,int01__slf01,1.3887791396882676e-05,0.06940097
deconfound,C3anti/Mira,revealed,int02__ana05,0.00016786425885584322,0.064413056
deconfound,C3anti/Mira,revealed,int03__ana05,0.00022904723300598562,0.10243321
deconfound,C3anti/Mira,revealed,int04__cre04,0.6344700306401592,0.5498971
deconfound,C3anti/Mira,revealed,int04__emo03,0.49665377091196206,0.44540313
deconfound,C3anti/Mira,revealed,int05__ana06,0.46213260293006897,0.38961253
deconfound,C3anti/Mira,revealed,int06__cre05,0.5147198317572474,0.4453392
deconfound,C3anti/Mira,revealed,rep01__hlp04,0.00037813003291375935,0.12618724
deconfound,C3anti/Mira,revealed,rep03__ana07,6.693299383186968e-06,0.07383286
deconfound,C3anti/Mira,revealed,rep03__emo04,0.5000016209311298,0.47446543
deconfound,C3anti/Mira,revealed,rep05__emo04,1.8179669041273883e-06,0.005851265
deconfound,C3anti/Mira,revealed,rep06__emo01,0.49796495188597767,0.1137254
deconfound,C3anti/Mira,revealed,rep07__cre07,0.5000078168588402,0.5132076
deconfound,C3anti/Mira,revealed,rep08__ana04,2.3125133651547003e-05,0.038654078
deconfound,C3anti/Mira,revealed,rep08__cre03,4.8237736791634234e-05,0.07947354
deconfound,C3anti/Mira,revealed,sig_feelings__sig_specs,0.999994917484262,0.9898119
deconfound,C3anti/Mira,revealed,sig_long__sig_short,0.4999383465310139,0.48476312
deconfound,C3anti/Mira,revealed,sig_roast__sig_bedtime,0.00045549960485441465,0.06424435
deconfound,C3anti/Mira,revealed,slf01__hlp02,0.9999940534336247,0.97582686
deconfound,C3anti/Mira,revealed,slf02__rep04,1.8743229137641038e-06,0.008798938
deconfound,C3anti/Mira,revealed,slf03__ana03,0.5002739967808338,0.50295025
deconfound,C3anti/Mira,revealed,slf04__rep02,0.1344708032689823,0.31542033
deconfound,C3anti/Mira,stated_self,ana01__int03,0.7163017042912543,0.52306855
deconfound,C3anti/Mira,stated_self,ana01__slf04,0.9999990793514026,0.9794618
deconfound,C3anti/Mira,stated_self,ana02__hlp02,0.9999942481265407,0.9856106
deconfound,C3anti/Mira,stated_self,ana04__hlp05,0.9999987952627407,0.96665895
deconfound,C3anti/Mira,stated_self,ana08__rep04,0.018765179469482973,0.2123674
deconfound,C3anti/Mira,stated_self,avn01__hlp02,9.868392254475111e-07,0.0154286865
deconfound,C3anti/Mira,stated_self,avn01__pls05,7.359554263786094e-07,0.009179312
deconfound,C3anti/Mira,stated_self,avn02__hlp01,8.046879429457476e-07,0.002602493
deconfound,C3anti/Mira,stated_self,avn02__pls03,1.2516067044998636e-06,0.021397512
deconfound,C3anti/Mira,stated_self,avn03__hlp05,0.49796546503768013,0.09329594
deconfound,C3anti/Mira,stated_self,avn03__pls02,0.49964823687651005,0.09901205
deconfound,C3anti/Mira,stated_self,avn04__hlp06,2.3033167053654324e-05,0.011714711
deconfound,C3anti/Mira,stated_self,avn04__pls01,0.4999980070915626,0.4652987
deconfound,C3anti/Mira,stated_self,avn05__hlp04,3.218559982087754e-06,0.013439007
deconfound,C3anti/Mira,stated_self,avn05__pls06,0.00013081997212793794,0.017564218
deconfound,C3anti/Mira,stated_self,avn06__hlp03,1.1887558279966015e-06,0.007878238
deconfound,C3anti/Mira,stated_self,avn06__pls04,9.000002316739142e-07,0.005802495
deconfound,C3anti/Mira,stated_self,avn07__hlp08,1.616122017367161e-05,0.02164299
deconfound,C3anti/Mira,stated_self,avn07__pls05,0.5020319967266005,0.4569154
deconfound,C3anti/Mira,stated_self,avn08__hlp07,0.014659198586286948,0.07770754
deconfound,C3anti/Mira,stated_self,avn08__pls03,0.00013115743041680616,0.012199693
deconfound,C3anti/Mira,stated_self,cre01__int06,1.0734896022768226e-05,0.0131616965
deconfound,C3anti/Mira,stated_self,cre01__rep02,2.5101916889980203e-05,0.024496391
deconfound,C3anti/Mira,stated_self,cre02__hlp08,7.00599366609822e-06,0.008850353
deconfound,C3anti/Mira,stated_self,cre03__ana02,2.4491147087246645e-05,0.024032803
deconfound,C3anti/Mira,stated_self,cre05__ana06,1.1854962394863833e-05,0.0107018035
deconfound,C3anti/Mira,stated_self,cre06__hlp05,0.4999779865445362,0.3672653
deconfound,C3anti/Mira,stated_self,cre06__hlp07,0.49998565177611454,0.47726384
deconfound,C3anti/Mira,stated_self,cre07__int05,1.4166133723847452e-06,0.0059332717
deconfound,C3anti/Mira,stated_self,cre08__ana03,1.2592155712809472e-05,0.022433702
